psd@5sec,amplitude_anomaly_score
-250.0,0.837515639608
-249.9,0.837515639608
-249.8,0.837515639608
-249.7,0.837515639608
-249.6,0.837515639608
-249.5,0.837515639608
-249.4,0.837515639608
-249.3,0.837515639608
-249.2,0.837515639608
-249.1,0.837515639608
-249.0,0.837515639608
-248.9,0.837515639608
-248.8,0.837515639608
-248.7,0.837515639608
-248.6,0.837515639608
-248.5,0.837515639608
-248.4,0.837515639608
-248.3,0.837515639608
-248.2,0.837515639608
-248.1,0.837515639608
-248.0,0.837515639608
-247.9,0.837515639608
-247.8,0.837515639608
-247.7,0.837515639608
-247.6,0.837515639608
-247.5,0.837515639608
-247.4,0.837515639608
-247.3,0.837515639608
-247.2,0.837515639608
-247.1,0.837515639608
-247.0,0.837515639608
-246.9,0.837515639608
-246.8,0.837515639608
-246.7,0.837515639608
-246.6,0.837515639608
-246.5,0.837515639608
-246.4,0.837515639608
-246.3,0.837515639608
-246.2,0.837515639608
-246.1,0.837515639608
-246.0,0.837515639608
-245.9,0.837515639608
-245.8,0.837515639608
-245.7,0.837515639608
-245.6,0.837515639608
-245.5,0.837515639608
-245.4,0.837515639608
-245.3,0.837515639608
-245.2,0.837515639608
-245.1,0.837515639608
-245.0,0.837515639608
-244.9,0.837515639608
-244.8,0.837515639608
-244.7,0.837515639608
-244.6,0.837515639608
-244.5,0.837515639608
-244.4,0.837515639608
-244.3,0.837515639608
-244.2,0.837515639608
-244.1,0.837515639608
-244.0,0.837515639608
-243.9,0.837515639608
-243.8,0.837515639608
-243.7,0.837515639608
-243.6,0.837515639608
-243.5,0.837515639608
-243.4,0.837515639608
-243.3,0.837515639608
-243.2,0.837515639608
-243.1,0.837515639608
-243.0,0.837515639608
-242.9,0.837515639608
-242.8,0.837515639608
-242.7,0.837515639608
-242.6,0.837515639608
-242.5,0.837515639608
-242.4,0.837515639608
-242.3,0.837515639608
-242.2,0.837515639608
-242.1,0.837515639608
-242.0,0.837515639608
-241.9,0.837515639608
-241.8,0.837515639608
-241.7,0.837515639608
-241.6,0.837515639608
-241.5,0.837515639608
-241.4,0.837515639608
-241.3,0.837515639608
-241.2,0.837515639608
-241.1,0.837515639608
-241.0,0.837515639608
-240.9,0.837515639608
-240.8,0.837515639608
-240.7,0.837515639608
-240.6,0.837515639608
-240.5,0.837515639608
-240.4,0.837515639608
-240.3,0.837515639608
-240.2,0.837515639608
-240.1,0.837515639608
-240.0,0.837515639608
-239.9,0.837515639608
-239.8,0.837515639608
-239.7,0.837515639608
-239.6,0.837515639608
-239.5,0.837515639608
-239.4,0.837515639608
-239.3,0.837515639608
-239.2,0.837515639608
-239.1,0.837515639608
-239.0,0.837515639608
-238.9,0.837515639608
-238.8,0.837515639608
-238.7,0.837515639608
-238.6,0.837515639608
-238.5,0.837515639608
-238.4,0.837515639608
-238.3,0.837515639608
-238.2,0.837515639608
-238.1,0.837515639608
-238.0,0.837515639608
-237.9,0.837515639608
-237.8,0.837515639608
-237.7,0.837515639608
-237.6,0.837515639608
-237.5,0.837515639608
-237.4,0.837515639608
-237.3,0.837515639608
-237.2,0.837515639608
-237.1,0.837515639608
-237.0,0.837515639608
-236.9,0.837515639608
-236.8,0.837515639608
-236.7,0.837515639608
-236.6,0.837515639608
-236.5,0.837515639608
-236.4,0.837515639608
-236.3,0.837515639608
-236.2,0.837515639608
-236.1,0.837515639608
-236.0,0.837515639608
-235.9,0.837515639608
-235.8,0.837515639608
-235.7,0.837515639608
-235.6,0.837515639608
-235.5,0.837515639608
-235.4,0.837515639608
-235.3,0.837515639608
-235.2,0.837515639608
-235.1,0.837515639608
-235.0,0.837515639608
-234.9,0.837515639608
-234.8,0.837515639608
-234.7,0.837515639608
-234.6,0.837515639608
-234.5,0.837515639608
-234.4,0.837515639608
-234.3,0.837515639608
-234.2,0.837515639608
-234.1,0.837515639608
-234.0,0.837515639608
-233.9,0.837515639608
-233.8,0.837515639608
-233.7,0.837515639608
-233.6,0.837515639608
-233.5,0.837515639608
-233.4,0.837515639608
-233.3,0.835288809903
-233.2,0.835288809903
-233.1,0.835288809903
-233.0,0.835288809903
-232.9,0.835288809903
-232.8,0.835288809903
-232.7,0.835288809903
-232.6,0.835288809903
-232.5,0.835288809903
-232.4,0.835288809903
-232.3,0.835288809903
-232.2,0.835288809903
-232.1,0.835288809903
-232.0,0.835288809903
-231.9,0.835288809903
-231.8,0.835288809903
-231.7,0.835288809903
-231.6,0.835288809903
-231.5,0.835288809903
-231.4,0.835288809903
-231.3,0.835288809903
-231.2,0.835288809903
-231.1,0.835288809903
-231.0,0.835288809903
-230.9,0.835288809903
-230.8,0.835288809903
-230.7,0.835288809903
-230.6,0.835288809903
-230.5,0.835288809903
-230.4,0.835288809903
-230.3,0.835288809903
-230.2,0.835288809903
-230.1,0.835288809903
-230.0,0.835288809903
-229.9,0.835288809903
-229.8,0.835288809903
-229.7,0.835288809903
-229.6,0.835288809903
-229.5,0.835288809903
-229.4,0.835288809903
-229.3,0.835288809903
-229.2,0.835288809903
-229.1,0.835288809903
-229.0,0.835288809903
-228.9,0.835288809903
-228.8,0.835288809903
-228.7,0.835288809903
-228.6,0.835288809903
-228.5,0.835288809903
-228.4,0.835288809903
-228.3,0.835288809903
-228.2,0.835288809903
-228.1,0.835288809903
-228.0,0.835288809903
