psd@5sec,amplitude_anomaly_score
-250.0,0.861351112234
-249.9,0.861351112234
-249.8,0.861351112234
-249.7,0.861351112234
-249.6,0.861351112234
-249.5,0.861351112234
-249.4,0.861351112234
-249.3,0.861351112234
-249.2,0.861351112234
-249.1,0.861351112234
-249.0,0.861351112234
-248.9,0.861351112234
-248.8,0.861351112234
-248.7,0.861351112234
-248.6,0.861351112234
-248.5,0.861351112234
-248.4,0.861351112234
-248.3,0.861351112234
-248.2,0.861351112234
-248.1,0.861351112234
-248.0,0.861351112234
-247.9,0.861351112234
-247.8,0.861351112234
-247.7,0.861351112234
-247.6,0.861351112234
-247.5,0.861351112234
-247.4,0.861351112234
-247.3,0.861351112234
-247.2,0.861351112234
-247.1,0.861351112234
-247.0,0.861351112234
-246.9,0.861351112234
-246.8,0.861351112234
-246.7,0.861351112234
-246.6,0.861351112234
-246.5,0.861351112234
-246.4,0.861351112234
-246.3,0.861351112234
-246.2,0.861351112234
-246.1,0.861351112234
-246.0,0.861351112234
-245.9,0.861351112234
-245.8,0.861351112234
-245.7,0.861351112234
-245.6,0.861351112234
-245.5,0.861351112234
-245.4,0.861351112234
-245.3,0.861351112234
-245.2,0.861351112234
-245.1,0.861351112234
-245.0,0.861351112234
-244.9,0.861351112234
-244.8,0.861351112234
-244.7,0.861351112234
-244.6,0.861351112234
-244.5,0.861351112234
-244.4,0.861351112234
-244.3,0.861351112234
-244.2,0.861351112234
-244.1,0.861351112234
-244.0,0.861351112234
-243.9,0.861351112234
-243.8,0.861351112234
-243.7,0.861351112234
-243.6,0.861351112234
-243.5,0.861351112234
-243.4,0.861351112234
-243.3,0.861351112234
-243.2,0.861351112234
-243.1,0.861351112234
-243.0,0.861351112234
-242.9,0.861351112234
-242.8,0.861351112234
-242.7,0.861351112234
-242.6,0.861351112234
-242.5,0.861351112234
-242.4,0.861351112234
-242.3,0.861351112234
-242.2,0.861351112234
-242.1,0.861351112234
-242.0,0.861351112234
-241.9,0.861351112234
-241.8,0.861351112234
-241.7,0.861351112234
-241.6,0.861351112234
-241.5,0.861351112234
-241.4,0.861351112234
-241.3,0.861351112234
-241.2,0.861351112234
-241.1,0.861351112234
-241.0,0.861351112234
-240.9,0.861351112234
-240.8,0.861351112234
-240.7,0.861351112234
-240.6,0.861351112234
-240.5,0.861351112234
-240.4,0.861351112234
-240.3,0.861351112234
-240.2,0.861351112234
-240.1,0.861351112234
-240.0,0.861351112234
-239.9,0.861351112234
-239.8,0.861351112234
-239.7,0.861351112234
-239.6,0.861351112234
-239.5,0.861351112234
-239.4,0.861351112234
-239.3,0.861351112234
-239.2,0.861351112234
-239.1,0.861351112234
-239.0,0.861351112234
-238.9,0.861351112234
-238.8,0.861351112234
-238.7,0.861351112234
-238.6,0.861351112234
-238.5,0.861351112234
-238.4,0.861351112234
-238.3,0.861351112234
-238.2,0.861351112234
-238.1,0.861351112234
-238.0,0.861351112234
-237.9,0.861351112234
-237.8,0.861351112234
-237.7,0.861351112234
-237.6,0.861351112234
-237.5,0.861351112234
-237.4,0.861351112234
-237.3,0.861351112234
-237.2,0.861351112234
-237.1,0.861351112234
-237.0,0.861351112234
-236.9,0.861351112234
-236.8,0.861351112234
-236.7,0.861351112234
-236.6,0.861351112234
-236.5,0.861351112234
-236.4,0.861351112234
-236.3,0.861351112234
-236.2,0.861351112234
-236.1,0.861351112234
-236.0,0.861351112234
-235.9,0.861351112234
-235.8,0.861351112234
-235.7,0.861351112234
-235.6,0.861351112234
-235.5,0.861351112234
-235.4,0.861351112234
-235.3,0.861351112234
-235.2,0.861351112234
-235.1,0.861351112234
-235.0,0.861351112234
-234.9,0.861351112234
-234.8,0.861351112234
-234.7,0.861351112234
-234.6,0.861351112234
-234.5,0.861351112234
-234.4,0.861351112234
-234.3,0.861351112234
-234.2,0.861351112234
-234.1,0.861351112234
-234.0,0.861351112234
-233.9,0.861351112234
-233.8,0.861351112234
-233.7,0.861351112234
-233.6,0.861351112234
-233.5,0.861351112234
-233.4,0.861351112234
-233.3,0.861351112234
-233.2,0.861351112234
-233.1,0.861351112234
-233.0,0.861351112234
-232.9,0.861351112234
-232.8,0.861351112234
-232.7,0.861351112234
-232.6,0.861351112234
-232.5,0.861351112234
-232.4,0.861351112234
-232.3,0.861351112234
-232.2,0.861351112234
-232.1,0.861351112234
-232.0,0.861351112234
-231.9,0.861351112234
-231.8,0.861351112234
-231.7,0.861351112234
-231.6,0.860595212984
-231.5,0.860595212984
-231.4,0.860595212984
-231.3,0.860595212984
-231.2,0.860595212984
-231.1,0.860595212984
-231.0,0.860595212984
-230.9,0.860595212984
-230.8,0.860595212984
-230.7,0.860595212984
-230.6,0.860595212984
-230.5,0.860595212984
-230.4,0.860595212984
-230.3,0.860595212984
-230.2,0.860595212984
-230.1,0.860595212984
-230.0,0.860595212984
-229.9,0.860595212984
-229.8,0.860595212984
-229.7,0.860595212984
-229.6,0.860595212984
-229.5,0.860595212984
-229.4,0.860595212984
-229.3,0.860595212984
-229.2,0.860595212984
-229.1,0.860595212984
-229.0,0.860595212984
-228.9,0.860595212984
-228.8,0.860595212984
-228.7,0.860595212984
-228.6,0.860595212984
-228.5,0.860595212984
-228.4,0.860595212984
-228.3,0.860595212984
-228.2,0.860595212984
-228.1,0.860595212984
-228.0,0.860595212984
-227.9,0.860595212984
-227.8,0.860595212984
-227.7,0.860595212984
-227.6,0.860595212984
-227.5,0.860595212984
-227.4,0.860595212984
-227.3,0.860595212984
-227.2,0.860595212984
-227.1,0.860595212984
-227.0,0.860595212984
-226.9,0.860595212984
-226.8,0.860595212984
-226.7,0.860595212984
-226.6,0.860595212984
-226.5,0.860595212984
-226.4,0.860595212984
-226.3,0.860595212984
-226.2,0.860595212984
-226.1,0.860595212984
-226.0,0.860595212984
-225.9,0.860595212984
-225.8,0.860595212984
-225.7,0.860595212984
-225.6,0.860595212984
-225.5,0.860595212984
-225.4,0.860595212984
-225.3,0.860595212984
-225.2,0.860595212984
-225.1,0.860595212984
-225.0,0.860595212984
-224.9,0.860595212984
-224.8,0.860595212984
-224.7,0.860595212984
-224.6,0.860595212984
-224.5,0.860595212984
-224.4,0.860595212984
-224.3,0.860595212984
-224.2,0.860595212984
-224.1,0.860595212984
-224.0,0.860595212984
-223.9,0.860595212984
-223.8,0.860595212984
-223.7,0.860595212984
-223.6,0.860595212984
-223.5,0.860595212984
-223.4,0.860595212984
-223.3,0.860595212984
-223.2,0.860595212984
-223.1,0.860595212984
-223.0,0.860595212984
-222.9,0.860595212984
-222.8,0.860595212984
-222.7,0.860595212984
-222.6,0.860595212984
-222.5,0.860595212984
-222.4,0.860595212984
-222.3,0.860595212984
-222.2,0.860595212984
-222.1,0.860595212984
-222.0,0.860595212984
-221.9,0.860595212984
-221.8,0.860595212984
-221.7,0.860595212984
-221.6,0.860595212984
-221.5,0.860595212984
-221.4,0.860595212984
-221.3,0.860595212984
-221.2,0.860595212984
-221.1,0.860595212984
-221.0,0.860595212984
-220.9,0.860595212984
-220.8,0.860595212984
-220.7,0.860595212984
-220.6,0.860595212984
-220.5,0.860595212984
-220.4,0.860595212984
-220.3,0.860595212984
-220.2,0.860595212984
-220.1,0.860595212984
-220.0,0.860595212984
-219.9,0.860595212984
-219.8,0.860595212984
-219.7,0.860595212984
-219.6,0.860595212984
-219.5,0.860595212984
-219.4,0.860595212984
-219.3,0.860595212984
-219.2,0.860595212984
-219.1,0.860595212984
-219.0,0.860595212984
-218.9,0.860595212984
-218.8,0.860595212984
-218.7,0.859085403976
-218.6,0.859085403976
-218.5,0.859085403976
-218.4,0.859085403976
-218.3,0.859085403976
-218.2,0.859085403976
-218.1,0.859085403976
-218.0,0.859085403976
-217.9,0.859085403976
-217.8,0.859085403976
-217.7,0.859085403976
-217.6,0.859085403976
-217.5,0.859085403976
-217.4,0.859085403976
-217.3,0.859085403976
-217.2,0.859085403976
-217.1,0.859085403976
-217.0,0.859085403976
-216.9,0.859085403976
-216.8,0.859085403976
-216.7,0.859085403976
-216.6,0.856825655464
-216.5,0.856825655464
-216.4,0.856825655464
-216.3,0.856825655464
